NC_000911.1	Type	Start	End	Locus_tag	Old_locus_tag	Product	Strand
NC_000911.1	CDS	3478132	3479034	SGL_RS17945	sll1542	DUF2887 domain-containing protein	-
NC_000911.1	CDS	3479219	3479683	SGL_RS17950	sll0451	GNAT family N-acetyltransferase	-
NC_000911.1	CDS	3479829	3482141	SGL_RS17955	sll0450	nitric-oxide reductase large subunit	-
NC_000911.1	CDS	3482568	3483284	SGL_RS17960	slr0449	Crp/Fnr family transcriptional regulator	+
NC_000911.1	CDS	3483472	3484590	SGL_RS17965	sll0449	hypothetical protein	-
NC_000911.1	CDS	3484623	3485828	SGL_RS17970	sll0448	hypothetical protein	-
NC_000911.1	CDS	3485837	3486643	SGL_RS17975	sll0447	hypothetical protein	-
NC_000911.1	CDS	3486693	3489911	SGL_RS17980	sll0446	hypothetical protein	-
NC_000911.1	CDS	3490014	3491501	SGL_RS17985	sll0445	hypothetical protein	-
NC_000911.1	CDS	3491512	3492015	SGL_RS17990	sll0444	hypothetical protein	-
NC_000911.1	CDS	3492073	3493482	SGL_RS17995	sll0443	hypothetical protein	-
NC_000911.1	CDS	3493885	3496905	SGL_RS18000	slr0451	RNA helicase	+
NC_000911.1	CDS	3497016	3497351	SGL_RS18005	sll0442	hypothetical protein	-
NC_000911.1	CDS	3497389	3498771	SGL_RS18010	sll0441	hypothetical protein	-
NC_000911.1	CDS	3498903	3500588	SGL_RS18015	slr0452	dihydroxy-acid dehydratase	+
NC_000911.1	CDS	3500761	3503178	SGL_RS18020	slr0453	phosphoketolase	+
NC_000911.1	CDS	3503304	3503585	SGL_RS18025	ssl0832	hypothetical protein	-
NC_000911.1	CDS	3503637	3504092	SGL_RS18030	sll0436	SRPBCC family protein	-
NC_000911.1	CDS	3504240	3506969	SGL_RS18035	slr0454	AcrB/AcrD/AcrF family protein	+
NC_000911.1	CDS	3507027	3507452	SGL_RS18040	slr0455	hypothetical protein	+
NC_000911.1	CDS	3507523	3507999	SGL_RS18045	slr0456	hypothetical protein	+
NC_000911.1	CDS	3508111	3509001	SGL_RS18050	slr0457	tRNA pseudouridine(55) synthase TruB	+
NC_000911.1	CDS	3509112	3509747	SGL_RS18055	slr0458	HAD family hydrolase	+
NC_000911.1	CDS	3510156	3511580	SGL_RS18060	slr0459	hypothetical protein	+
NC_000911.1	pseudoCDS	3511818	3512288	SGL_RS18065	slr0460	DDE transposase	+
NC_000911.1	CDS	3512315	3513163	SGL_RS19145	SGL_RS19145	IS630 family transposase	-
NC_000911.1	pseudoCDS	3513208	3513864	SGL_RS19150	SGL_RS19150	IS701 family transposase	+
NC_000911.1	CDS	3514232	3516208	SGL_RS18085	sll0430	molecular chaperone HtpG	-
NC_000911.1	CDS	3516569	3517858	SGL_RS18090	slr1176	glucose-1-phosphate adenylyltransferase	+
NC_000911.1	CDS	3517887	3518735	SGL_RS18095	slr1177	TIGR03943 family protein	+
NC_000911.1	CDS	3518845	3519312	SGL_RS18100	slr1178	SH3 domain-containing protein	+
NC_000911.1	CDS	3519398	3520561	SGL_RS18105	slr1179	anhydro-N-acetylmuramic acid kinase	+
NC_000911.1	CDS	3520597	3521694	SGL_RS18110	sll1110	peptide chain release factor 1	-
NC_000911.1	CDS	3521783	3522367	SGL_RS18115	sll1109	DUF3727 domain-containing protein	-
NC_000911.1	CDS	3522433	3523260	SGL_RS18120	sll1108	5'/3'-nucleotidase SurE	-
NC_000911.1	CDS	3523358	3523552	SGL_RS18125	SGL_RS18125	hypothetical protein	+
NC_000911.1	CDS	3523717	3524799	SGL_RS18130	slr1181	photosystem II protein D1 1	+
NC_000911.1	CDS	3524938	3525450	SGL_RS18135	slr1182	isoprenylcysteine carboxylmethyltransferase	+
NC_000911.1	CDS	3525482	3526066	SGL_RS18140	slr1183	class I SAM-dependent methyltransferase	+
NC_000911.1	CDS	3526097	3526591	SGL_RS18145	slr1184	rhodanese-like domain-containing protein	+
NC_000911.1	CDS	3526780	3526974	SGL_RS18150	SGL_RS18150	DUF2892 domain-containing protein	+
NC_000911.1	CDS	3527045	3527581	SGL_RS18155	slr1185	cytochrome b6-f complex iron-sulfur subunit 1	+
NC_000911.1	CDS	3527642	3528088	SGL_RS18160	slr1186	DUF2214 domain-containing protein	+
NC_000911.1	CDS	3528265	3529305	SGL_RS18165	slr1187	hypothetical protein	+
NC_000911.1	CDS	3529323	3529994	SGL_RS18170	slr1188	PspA/IM30 family protein	+
NC_000911.1	CDS	3529916	3530971	SGL_RS18175	slr1189	homocysteine S-methyltransferase	+
NC_000911.1	CDS	3530979	3531755	SGL_RS18180	sll1107	ABC transporter permease	-
NC_000911.1	CDS	3531885	3532400	SGL_RS18185	sll1106	DUF1269 domain-containing protein	-
NC_000911.1	CDS	3532600	3533610	SGL_RS18190	slr1192	NAD(P)-dependent alcohol dehydrogenase	+
NC_000911.1	CDS	3533844	3535046	SGL_RS18195	slr0585	argininosuccinate synthase	+
NC_000911.1	CDS	3535165	3535938	SGL_RS18200	slr0586	HAD family hydrolase	+
NC_000911.1	CDS	3536090	3536422	SGL_RS18205	slr0587	hypothetical protein	+
NC_000911.1	CDS	3536464	3537630	SGL_RS18210	sll0578	5-(carboxyamino)imidazole ribonucleotide	-
NC_000911.1	CDS	3537706	3538215	SGL_RS18215	sll0577	pentapeptide repeat-containing protein	-
NC_000911.1	CDS	3538411	3538803	SGL_RS18220	slr0588	hypothetical protein	+
NC_000911.1	CDS	3538833	3539387	SGL_RS18225	slr0589	cofactor assembly of complex C subunit B	+
NC_000911.1	CDS	3539496	3540212	SGL_RS18230	slr0590	DUF2993 domain-containing protein	+
NC_000911.1	CDS	3540326	3541258	SGL_RS18235	sll0576	SDR family NAD-dependent epimerase/dehydratase	-
NC_000911.1	CDS	3541344	3542108	SGL_RS18240	sll0575	ABC transporter ATP-binding protein	-
NC_000911.1	CDS	3542121	3542936	SGL_RS18245	sll0574	ABC transporter permease	-
NC_000911.1	CDS	3543176	3544210	SGL_RS18250	slr0591	ribonucleotide-diphosphate reductase subunit	+
NC_000911.1	CDS	3544207	3545133	SGL_RS18255	sll0573	carbamate kinase	-
NC_000911.1	CDS	3545120	3546532	SGL_RS18260	sll0572	GTPase	-
NC_000911.1	CDS	3546645	3546833	SGL_RS18265	SGL_RS18265	hypothetical protein	-
NC_000911.1	CDS	3546840	3548315	SGL_RS18270	slr0592	hypothetical protein	+
NC_000911.1	CDS	3548402	3549706	SGL_RS18275	slr0593	cAMP protein kinase regulatory chain	+
NC_000911.1	CDS	3549956	3551020	SGL_RS18280	sll0569	DNA recombination/repair protein RecA	-
NC_000911.1	CDS	3551159	3552382	SGL_RS18285	slr0594	ABC transporter permease	+
NC_000911.1	CDS	3552457	3552954	SGL_RS18290	sll0567	transcriptional repressor	-
NC_000911.1	CDS	3553097	3553918	SGL_RS18295	slr0596	creatininase family protein	+
NC_000911.1	CDS	3553977	3555512	SGL_RS18300	slr0597	bifunctional	+
NC_000911.1	CDS	3555674	3556075	SGL_RS18305	sll0565	hypothetical protein	-
NC_000911.1	CDS	3556111	3557094	SGL_RS18310	sll0564	class I SAM-dependent methyltransferase	-
NC_000911.1	CDS	3557139	3557447	SGL_RS18315	slr0598	DUF3067 domain-containing protein	+
NC_000911.1	CDS	3557481	3559088	SGL_RS18320	slr0599	serine/threonine protein kinase	+
NC_000911.1	CDS	3559199	3560179	SGL_RS18325	slr0600	NAD(P)/FAD-dependent oxidoreductase	+
NC_000911.1	CDS	3560323	3560709	SGL_RS18330	slr0601	hypothetical protein	+
NC_000911.1	CDS	3560755	3561144	SGL_RS18335	slr0602	hypothetical protein	+
NC_000911.1	CDS	3561162	3561794	SGL_RS18340	sll0563	hypothetical protein	-
NC_000911.1	CDS	3561946	3564639	SGL_RS18345	slr0603	trans-splicing intein-formed DNA polymerase III	+
NC_000911.1	CDS	3564838	3566649	SGL_RS18350	slr0604	elongation factor 4	+
NC_000911.1	CDS	3566761	3567720	SGL_RS18355	slr0605	glutathione S-transferase family protein	+
NC_000911.1	CDS	3567816	3568034	SGL_RS18360	SGL_RS18360	hypothetical protein	+
NC_000911.1	CDS	3568022	3568975	SGL_RS18365	slr0606	lipopolysaccharide heptosyltransferase family	+
NC_000911.1	CDS	3569134	3569523	SGL_RS18370	slr0607	cyclic nucleotide-binding domain-containing	+
NC_000911.1	CDS	3569672	3570319	SGL_RS18375	slr0608	bifunctional phosphoribosyl-AMP	+
NC_000911.1	CDS	3570424	3571575	SGL_RS18380	slr0609	GTP-binding protein	+
NC_000911.1	CDS	3571711	3572403	SGL_RS18385	slr0610	ABC transporter permease	+
NC_020289.1	Type	Start	End	Locus_tag	Old_locus_tag	Product	Strand
NC_020289.1	CDS	648	1658	MYO_RS18430	MYO_710	hypothetical protein	+
NC_020289.1	CDS	1836	2138	MYO_RS18435	MYO_720	hypothetical protein	+
NC_020298.1	Type	Start	End	Locus_tag	Old_locus_tag	Product	Strand
NC_020298.1	CDS	-750	429	MYO_RS18440	MYO_810	hypothetical protein	+
NC_020298.1	CDS	850	1221	MYO_RS18445	MYO_820	hypothetical protein	+
NC_020298.1	CDS	1221	1496	MYO_RS18450	MYO_830	hypothetical protein	+
NC_020290.1	Type	Start	End	Locus_tag	Old_locus_tag	Product	Strand
NC_020290.1	CDS	3	296	MYO_RS18455	MYO_610	hypothetical protein	-
NC_020290.1	CDS	692	1045	MYO_RS18460	MYO_620	hypothetical protein	+
NC_020290.1	CDS	1600	4515	MYO_RS18465	MYO_RS18465	DUF3854 domain-containing protein	+
NC_020290.1	CDS	4578	4859	MYO_RS18470	MYO_640	hypothetical protein	+
NC_020290.1	CDS	4861	5136	MYO_RS18475	MYO_650	hypothetical protein	+
NC_005230.1	Type	Start	End	Locus_tag	Old_locus_tag	Product	Strand
NC_005230.1	CDS	-1784	85	SGL_RS00625	sll7106	exodeoxyribonuclease V subunit alpha	-
NC_005230.1	CDS	182	490	SGL_RS00630	sll7001	hypothetical protein	-
NC_005230.1	CDS	706	1287	SGL_RS00635	sll7002	IS701 family transposase	-
NC_005230.1	CDS	1399	1827	SGL_RS00640	sll7003	type II toxin-antitoxin system VapC family	-
NC_005230.1	CDS	1799	2032	SGL_RS00645	ssl7004	DNA-binding protein	-
NC_005230.1	CDS	2399	2965	SGL_RS00650	slr7005	site-specific integrase	+
NC_005230.1	CDS	3041	3364	SGL_RS00655	sll7006	toxin-antitoxin system HicB family antitoxin	-
NC_005230.1	CDS	3367	3819	SGL_RS00660	SGL_RS00660	putative toxin-antitoxin system toxin component,	-
NC_005230.1	CDS	4241	5257	SGL_RS00665	slr7008	IS4-like element IS4Sa family transposase	+
NC_005230.1	CDS	5340	6284	SGL_RS00670	sll7009	WYL domain-containing protein	-
NC_005230.1	CDS	6373	8517	SGL_RS00675	slr7010	type I-D CRISPR-associated helicase Cas3'	+
NC_005230.1	CDS	8531	11458	SGL_RS00680	slr7011	type I-D CRISPR-associated protein Cas10d/Csc3	+
NC_005230.1	CDS	11524	12513	SGL_RS00685	slr7012	type I-D CRISPR-associated protein Cas7/Csc2	+
NC_005230.1	CDS	12674	13438	SGL_RS00690	slr7013	type I-D CRISPR-associated protein Cas5/Csc1	+
NC_005230.1	CDS	13441	14229	SGL_RS00695	slr7014	CRISPR-associated endoribonuclease Cas6	+
NC_005230.1	CDS	14219	14794	SGL_RS00700	slr7015	CRISPR-associated protein Cas4	+
NC_005230.1	CDS	14804	15781	SGL_RS00705	slr7016	type I-D CRISPR-associated endonuclease Cas1	+
NC_005230.1	CDS	15813	16097	SGL_RS00710	ssr7017	CRISPR-associated endonuclease Cas2	+
NC_005230.1	CDS	20266	22182	SGL_RS00715	slr7023	hypothetical protein	+
NC_005230.1	CDS	22328	24058	SGL_RS00720	slr7024	DUF262 domain-containing protein	+
NC_005230.1	CDS	24079	24495	SGL_RS00725	slr7025	hypothetical protein	+
NC_005230.1	CDS	24509	24886	SGL_RS00730	slr7026	hypothetical protein	+
NC_005230.1	CDS	24925	25509	SGL_RS00735	sll7027	hypothetical protein	-
NC_005230.1	pseudoCDS	25975	26195	SGL_RS00740	SGL_RS00740	hypothetical protein	-
NC_005230.1	CDS	26140	26328	SGL_RS18530	SGL_RS18530	hypothetical protein	-
NC_005230.1	CDS	26352	27608	SGL_RS00745	sll7028	hypothetical protein	-
NC_005230.1	CDS	27605	28630	SGL_RS00750	sll7029	MoxR family ATPase	-
NC_005230.1	CDS	28850	29353	SGL_RS00755	sll7030	N-acetyltransferase	-
NC_005230.1	CDS	29337	29639	SGL_RS00760	sll7031	DUF1778 domain-containing protein	-
NC_005230.1	pseudoCDS	29928	30142	SGL_RS18535	SGL_RS18535	hypothetical protein	-
NC_005230.1	CDS	30352	30669	SGL_RS00770	slr7032	DUF86 domain-containing protein	+
NC_005230.1	CDS	30699	31040	SGL_RS00775	sll7033	hypothetical protein	-
NC_005230.1	CDS	31037	31369	SGL_RS00780	sll7034	DUF433 domain-containing protein	-
NC_005230.1	CDS	31822	32097	SGL_RS00785	ssr7035	hypothetical protein	+
NC_005230.1	CDS	32289	32483	SGL_RS00790	ssr7036	hypothetical protein	+
NC_005230.1	CDS	32647	35523	SGL_RS00795	slr7037	DUF3854 domain-containing protein	+
NC_005230.1	CDS	35891	36178	SGL_RS00800	ssl7038	putative addiction module antidote protein	-
NC_005230.1	CDS	36189	36479	SGL_RS00805	ssl7039	type II toxin-antitoxin system RelE/ParE family	-
NC_005230.1	CDS	36597	36848	SGL_RS00810	ssr7040	AbrB/MazE/SpoVT family DNA-binding	+
NC_005230.1	CDS	36839	37201	SGL_RS00815	slr7041	growth inhibitor PemK	+
NC_005230.1	CDS	37267	37521	SGL_RS00820	ssl7042	DUF1819 domain-containing protein	-
NC_005230.1	CDS	37554	38138	SGL_RS00825	sll7043	hypothetical protein	-
NC_005230.1	CDS	38131	38712	SGL_RS00830	sll7044	hypothetical protein	-
NC_005230.1	CDS	39500	39682	SGL_RS00835	SGL_RS00835	hypothetical protein	-
NC_005230.1	CDS	40013	40234	SGL_RS00840	ssl7045	hypothetical protein	-
NC_005230.1	CDS	40245	40550	SGL_RS00845	ssl7046	putative toxin-antitoxin system toxin component,	-
NC_005230.1	CDS	40637	41368	SGL_RS00850	sll7047	DUF4386 domain-containing protein	-
NC_005230.1	CDS	41419	41640	SGL_RS00855	ssl7048	AbrB/MazE/SpoVT family DNA-binding	-
NC_005230.1	CDS	41845	42492	SGL_RS00860	slr7049	recombinase family protein	+
NC_005230.1	CDS	43053	43646	SGL_RS00865	sll7050	hypothetical protein	-
NC_005230.1	CDS	43751	44017	SGL_RS00870	ssl7051	hypothetical protein	-
NC_005230.1	CDS	43997	44320	SGL_RS00875	slr7052	hypothetical protein	+
NC_005230.1	CDS	44777	45019	SGL_RS00880	ssl7053	hypothetical protein	-
NC_005230.1	CDS	45058	45630	SGL_RS00885	slr7054	DNA-binding protein	+
NC_005230.1	CDS	45712	46254	SGL_RS00890	sll7055	hypothetical protein	-
NC_005230.1	pseudoCDS	46382	46587	SGL_RS18540	SGL_RS18540	hypothetical protein	-
NC_005230.1	CDS	46666	47043	SGL_RS00895	sll7056	hypothetical protein	-
NC_005230.1	CDS	47529	48242	SGL_RS00900	slr7057	HNH endonuclease	+
NC_005230.1	CDS	48431	48733	SGL_RS18545	SGL_RS18545	HNH endonuclease	+
NC_005230.1	CDS	48790	49434	SGL_RS00905	slr7059	MerR family transcriptional regulator	+
NC_005230.1	CDS	49431	51197	SGL_RS00910	slr7060	VWA domain-containing protein	+
NC_005230.1	CDS	51537	52805	SGL_RS00915	slr7061	TIGR02221 family CRISPR-associated protein	+
NC_005230.1	CDS	52881	53996	SGL_RS00920	sll7062	hypothetical protein	-
NC_005230.1	CDS	54005	56392	SGL_RS00925	sll7063	TIGR03986 family CRISPR-associated RAMP protein	-
NC_005230.1	CDS	56394	56975	SGL_RS00930	sll7064	TIGR03984 family CRISPR-associated protein	-
NC_005230.1	CDS	56954	58522	SGL_RS00935	sll7065	hypothetical protein	-
NC_005230.1	CDS	58527	60902	SGL_RS00940	sll7066	hypothetical protein	-
NC_005230.1	CDS	60905	62581	SGL_RS00945	sll7067	hypothetical protein	-
NC_005230.1	CDS	62908	64011	SGL_RS00950	slr7068	CRISPR-associated endoribonuclease Cas6	+
NC_005230.1	CDS	64005	64319	SGL_RS00955	sll7069	hypothetical protein	-
NC_005230.1	CDS	64316	64690	SGL_RS00960	sll7070	hypothetical protein	-
NC_005230.1	CDS	64822	65832	SGL_RS00965	slr7071	CRISPR-associated endonuclease Cas1	+
NC_005230.1	CDS	65842	66123	SGL_RS00970	ssr7072	CRISPR-associated endonuclease Cas2	+
NC_005230.1	CDS	66223	66567	SGL_RS00975	slr7073	hypothetical protein	+
NC_005230.1	CDS	66610	66906	SGL_RS00980	ssl7074	hypothetical protein	-
NC_005230.1	CDS	66936	67976	SGL_RS00985	sll7075	hypothetical protein	-
NC_005230.1	CDS	72878	73459	SGL_RS00990	sll7077	bifunctional (p)ppGpp	-
NC_005230.1	CDS	73483	74928	SGL_RS00995	sll7078	TIGR03985 family CRISPR-associated protein	-
NC_005230.1	CDS	75157	76089	SGL_RS01000	slr7080	hypothetical protein	+
NC_005230.1	CDS	76204	77592	SGL_RS01005	slr7081	hypothetical protein	+
NC_005230.1	CDS	77632	78591	SGL_RS01010	slr7082	hypothetical protein	+
NC_005230.1	CDS	78642	79775	SGL_RS01015	slr7083	hypothetical protein	+
NC_005230.1	CDS	79821	80048	SGL_RS01020	ssr7084	hypothetical protein	+
NC_005230.1	CDS	80203	81933	SGL_RS01025	sll7085	hypothetical protein	-
NC_005230.1	CDS	82196	82591	SGL_RS01030	sll7086	hypothetical protein	-
NC_005230.1	CDS	82630	83409	SGL_RS01035	sll7087	type III-B CRISPR module RAMP protein Cmr4	-
NC_005230.1	CDS	83501	83881	SGL_RS01040	slr7088	peptidase	+
NC_005230.1	CDS	83905	85017	SGL_RS01045	sll7089	hypothetical protein	-
NC_005230.1	CDS	85199	88138	SGL_RS01050	sll7090	type III-B CRISPR-associated protein Cas10/Cmr2	-
NC_005230.1	CDS	88262	88630	SGL_RS01055	slr7091	hypothetical protein	+
NC_005230.1	CDS	88627	89616	SGL_RS01060	slr7092	CRISPR-associated endonuclease Cas1	+
NC_005230.1	CDS	89620	89898	SGL_RS01065	ssr7093	CRISPR-associated endonuclease Cas2	+
NC_005230.1	CDS	93265	93654	SGL_RS01070	slr7094	hypothetical protein	+
NC_005230.1	CDS	93673	94188	SGL_RS01075	slr7095	adenylyl-sulfate kinase	+
NC_005230.1	CDS	94198	94611	SGL_RS01080	slr7096	hypothetical protein	+
NC_005230.1	CDS	94718	95344	SGL_RS01085	slr7097	alpha-ketoglutarate-dependent dioxygenase AlkB	+
NC_005230.1	CDS	95369	96241	SGL_RS01090	slr7098	hypothetical protein	+
NC_005230.1	CDS	96348	96938	SGL_RS01095	slr7099	hypothetical protein	+
NC_005230.1	CDS	97173	98522	SGL_RS01100	slr7100	hypothetical protein	+
NC_005230.1	CDS	98473	99015	SGL_RS01105	slr7101	hypothetical protein	+
NC_005230.1	CDS	99125	100141	SGL_RS01110	slr7102	hypothetical protein	+
NC_005230.1	CDS	100246	100632	SGL_RS01115	sll7103	exodeoxyribonuclease V alpha chain	-
NC_005230.1	pseudoCDS	100781	101628	SGL_RS01120	SGL_RS01120	IS630 family transposase	+
NC_005231.1	Type	Start	End	Locus_tag	Old_locus_tag	Product	Strand
NC_005231.1	CDS	-1056	1914	SGL_RS01125	sll8049	type I restriction endonuclease subunit R	-
NC_005231.1	CDS	1920	2966	SGL_RS01130	sll8001	Appr-1-p processing protein	-
NC_005231.1	CDS	2983	3621	SGL_RS01135	sll8002	DUF4433 domain-containing protein	-
NC_005231.1	CDS	3660	3839	SGL_RS01140	ssl8003	hypothetical protein	-
NC_005231.1	CDS	3836	4393	SGL_RS01145	sll8004	hypothetical protein	-
NC_005231.1	CDS	4365	4655	SGL_RS01150	ssl8005	DNA polymerase subunit beta	-
NC_005231.1	CDS	4652	6046	SGL_RS01155	sll8006	restriction endonuclease subunit S	-
NC_005231.1	CDS	6043	6393	SGL_RS01160	sll8007	hypothetical protein	-
NC_005231.1	CDS	6377	6601	SGL_RS01165	ssl8008	DUF433 domain-containing protein	-
NC_005231.1	pseudoCDS	6652	8619	SGL_RS01170	sll8009	restriction endonuclease subunit S	-
NC_005231.1	CDS	8821	9195	SGL_RS01180	sll8011	hypothetical protein	-
NC_005231.1	CDS	9205	9621	SGL_RS01185	sll8012	hypothetical protein	-
NC_005231.1	CDS	9713	9940	SGL_RS01190	ssr8013	DUF2281 domain-containing protein	+
NC_005231.1	CDS	9948	10373	SGL_RS01195	slr8014	PIN domain-containing protein	+
NC_005231.1	CDS	10395	10994	SGL_RS01200	slr8015	ParA family protein	+
NC_005231.1	CDS	10998	11867	SGL_RS01205	slr8016	plasmid partitioning protein	+
NC_005231.1	CDS	11947	12192	SGL_RS01210	SGL_RS01210	hypothetical protein	+
NC_005231.1	CDS	12618	13151	SGL_RS01215	sll8017	hypothetical protein	-
NC_005231.1	CDS	13695	15287	SGL_RS01220	sll8018	hypothetical protein	-
NC_005231.1	CDS	15590	17317	SGL_RS01225	sll8019	hypothetical protein	-
NC_005231.1	CDS	17687	18409	SGL_RS01230	sll8020	Crp/Fnr family transcriptional regulator	-
NC_005231.1	CDS	18529	19311	SGL_RS01235	slr8021	class I SAM-dependent methyltransferase	+
NC_005231.1	CDS	19356	19691	SGL_RS01240	slr8022	cupin domain-containing protein	+
NC_005231.1	CDS	19938	21278	SGL_RS01245	slr8023	carboxylesterase family protein	+
NC_005231.1	CDS	21321	21512	SGL_RS18550	SGL_RS18550	hypothetical protein	-
NC_005231.1	CDS	21810	22325	SGL_RS01250	sll8025	hypothetical protein	-
NC_005231.1	CDS	22461	22985	SGL_RS01255	slr8026	MarR family transcriptional regulator	+
NC_005231.1	pseudoCDS	23002	23196	SGL_RS18555	SGL_RS18555	TetR family transcriptional regulator	-
NC_005231.1	CDS	23434	23859	SGL_RS01260	sll8027	PIN domain nuclease	-
NC_005231.1	CDS	23856	24077	SGL_RS01265	ssl8028	AbrB/MazE/SpoVT family DNA-binding	-
NC_005231.1	CDS	24295	24861	SGL_RS01270	slr8029	recombinase family protein	+
NC_005231.1	CDS	25147	27345	SGL_RS01275	slr8030	DUF839 domain-containing protein	+
NC_005231.1	CDS	27353	28012	SGL_RS01280	ndhK2	NAD(P)H-quinone oxidoreductase subunit K 2	-
NC_005231.1	CDS	28120	28461	SGL_RS01285	sll8032	hypothetical protein	-
NC_005231.1	CDS	28521	28919	SGL_RS01290	sll8033	hypothetical protein	-
NC_005231.1	CDS	29006	30040	SGL_RS01295	sll8034	nitronate monooxygenase	-
NC_005231.1	CDS	30084	30587	SGL_RS01300	sll8035	hypothetical protein	-
NC_005231.1	CDS	30678	31376	SGL_RS01305	slr8036	GNAT family N-acetyltransferase	+
NC_005231.1	CDS	31348	32598	SGL_RS18560	SGL_RS18560	GNAT family N-acetyltransferase	+
NC_005231.1	CDS	32698	36411	SGL_RS01315	slr8038	WD repeat-containing protein	+
NC_005231.1	CDS	36860	37141	SGL_RS18565	SGL_RS18565	hypothetical protein	-
NC_005231.1	CDS	37299	38048	SGL_RS01320	sll8040	HNH endonuclease	-
NC_005231.1	pseudoCDS	38568	39415	SGL_RS18570	SGL_RS18570	IS630 family transposase	-
NC_005231.1	CDS	39491	40969	SGL_RS01335	slr8044	hypothetical protein	+
NC_005231.1	pseudoCDS	41056	41903	SGL_RS18575	SGL_RS18575	IS630 family transposase	+
NC_005231.1	CDS	41994	42194	SGL_RS01350	ssr8047	hypothetical protein	+
NC_005231.1	CDS	42203	42913	SGL_RS01355	sll8048	M48 family peptidase	-
NC_005231.1	CDS	42903	43241	SGL_RS01360	SGL_RS01360	hypothetical protein	-
NC_005229.1	Type	Start	End	Locus_tag	Old_locus_tag	Product	Strand
NC_005229.1	CDS	-1497	27	SGL_RS00005	sll5132	DUF262 domain-containing protein	-
NC_005229.1	CDS	195	374	SGL_RS18445	SGL_RS18445	hypothetical protein	-
NC_005229.1	CDS	574	921	SGL_RS00010	sll5002	hypothetical protein	-
NC_005229.1	CDS	1136	1540	SGL_RS00015	sll5003	hypothetical protein	-
NC_005229.1	CDS	1515	1826	SGL_RS18450	SGL_RS18450	DUF433 domain-containing protein	-
NC_005229.1	CDS	2528	13921	SGL_RS00020	slr5005	DUF4114 domain-containing protein	+
NC_005229.1	CDS	14340	14639	SGL_RS00025	SGL_RS00025	ATP-binding protein	-
NC_005229.1	CDS	14579	15133	SGL_RS00030	sll5006	hypothetical protein	-
NC_005229.1	CDS	15233	15481	SGL_RS00035	ssl5007	hypothetical protein	-
NC_005229.1	CDS	15797	16087	SGL_RS18455	SGL_RS18455	hypothetical protein	+
NC_005229.1	CDS	15996	16235	SGL_RS00040	ssr5009	hypothetical protein	+
NC_005229.1	CDS	16314	16526	SGL_RS18460	SGL_RS18460	hypothetical protein	+
NC_005229.1	CDS	16603	17166	SGL_RS00045	slr5010	site-specific integrase	+
NC_005229.1	CDS	17218	17439	SGL_RS00050	ssr5011	DUF167 domain-containing protein	+
NC_005229.1	pseudoCDS	17436	17622	SGL_RS18465	SGL_RS18465	hypothetical protein	+
NC_005229.1	CDS	17880	18800	SGL_RS00055	slr5012	DUF4007 domain-containing protein	+
NC_005229.1	CDS	18822	20513	SGL_RS00060	slr5013	hypothetical protein	+
